dwd_ord_bike_ride_info_openlock_time,dwd_ord_bike_ride_info_ride_time,dwd_ord_bike_ride_info_no_discount_cost,dwd_ord_bike_ride_info_discount_type,dwd_ord_bike_ride_info_ride_distance,dwd_ord_bike_ride_info_is_in_insurance,dwd_ord_bike_ride_info_create_channel,dwd_ord_bike_ride_info_end_channel,dwd_ord_bike_ride_info_account_type,dwd_ord_bike_ride_info_system_code,dwd_ord_bike_ride_info_lock_out_service_area,dwd_ord_bike_ride_info_out_of_sa_penalty,dwd_ord_bike_ride_info_penalty_operate_money,dwd_ord_bike_ride_info_in_forbidden_penalty,dwd_ord_bike_ride_info_in_forbidden_creditscore,dwd_ord_bike_ride_info_in_forbidden_operate_money,dwd_ord_bike_ride_info_open_lock_error_type,dwd_ord_bike_ride_info_in_forbidden_type,dwd_ord_bike_ride_info_ride_status,dwd_ord_bike_ride_info_start_type,dwd_ord_bike_ride_info_end_type,dwd_ord_bike_ride_info_start_over_region,dwd_ord_bike_ride_info_end_over_region,dwd_ord_bike_ride_info_start_over_bigregion,dwd_ord_bike_ride_info_end_over_bigregion,dwd_ord_bike_ride_info_pay_status,lable
2318,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1308,193,10.5,5,23092,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1908,240,12,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
3089,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1576,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1508,240,16,5,2764,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
4268,210,14,5,9468,1,3,1,0,62,0,-1,9,-1,-1,1,-10,0,2,3,1,1,1,1,1,2,1
681,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
741,125,7.5,5,14906,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,2,1
1054,141,7.5,5,16914,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
469,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
9981,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,1,0,2,1,0,1,1,1,1,2,1
409,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1568,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1323,232,16,5,27822,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,2,1
679,196,14,5,23430,1,0,1,0,62,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,2,1
1531,18,2.5,-1,2116,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
3632,59,4.5,-1,7004,1,3,3,0,62,0,-1,9,-1,-1,1,-10,0,2,3,3,1,1,1,1,1,1
2226,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
384,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,3,1,-1,1,-1,2,1
15051,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,52,0,1,1,0,1,1,1,1,2,1
2714,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
2992,231,12,5,27680,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,2,1
4345,240,16,5,989,1,3,4,0,62,0,-1,9,-1,-1,1,-10,0,2,3,3,1,-1,1,-1,2,1
2824,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
1338,205,10.5,5,24524,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1851,221,15,5,26432,1,0,1,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
9211,240,16,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
239,240,12,12,28800,1,0,4,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
983,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1267,3,1.5,-1,302,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1919,159,9,5,19038,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1684,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1732,240,12,11,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1077,185,13,5,22096,1,0,1,0,65,0,-1,9,-1,-1,1,52,0,1,1,1,1,1,1,1,1,1
1767,10,1.5,5,1200,1,3,2,0,65,1,0,20,-1,-1,1,-10,3,1,3,0,1,0,1,0,2,1
12238,240,16.5,5,5330,1,0,4,0,61,0,-1,9,-1,-1,1,1,0,2,1,0,1,1,1,1,2,1
1964,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1379,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
29957,131,7.5,5,15696,1,0,3,0,65,0,-1,9,-1,-1,1,52,0,1,1,0,1,1,1,1,2,1
2408,190,10.5,-1,22718,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1441,166,9,5,19842,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1078,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
1772,21,1.5,-1,2408,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
3043,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
43936,8,1.5,-1,950,1,0,3,0,65,0,-1,9,-1,-1,1,52,0,1,1,0,1,1,1,1,2,1
1168,129,7.5,5,15444,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
813,240,16,5,28800,1,0,4,0,61,0,-1,9,-1,-1,1,-10,0,1,1,5,1,1,1,1,0,1
888,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
1806,70,4.5,-1,8364,1,3,3,0,65,0,-1,9,-1,-1,1,-10,0,1,3,0,1,1,1,1,2,1
1318,240,12,5,961,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1451,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
758,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
2345,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1038,180,9,5,2157,1,0,1,0,62,0,-1,9,-1,-1,1,-10,0,2,1,1,1,1,1,1,1,1
242,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,0,0,1,1,1,1,2,1
2493,4,1.5,-1,15,1,0,5,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
1015,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
1038,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
2922,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
2977,10,1.5,-1,1200,1,0,2,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1043,3,1.5,-1,318,1,0,5,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
57,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
3941,240,16.5,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,0,1
6594,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1237,240,16,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,2,0,0,1,1,1,1,1,1
787,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
568,240,16.5,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,0,5,1,1,1,1,2,1
715,130,7.5,5,658,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
2751,197,10.5,5,23622,1,3,1,0,65,0,-1,9,-1,-1,1,-10,0,1,3,1,1,1,1,1,0,1
1386,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
1054,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
649,139,7.5,5,16648,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
531,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1847,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
2118,174,9,5,2731,1,0,1,0,61,0,-1,9,-1,-1,1,-10,0,2,1,1,1,1,1,1,2,1
2277,240,16,5,28800,1,3,4,0,61,0,-1,9,-1,-1,1,-10,0,2,3,0,1,1,1,1,2,1
1243,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
3342,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1165,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1167,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
605,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
264,8,1.5,-1,944,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
6739,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,1,0,1,1,0,1,1,1,1,2,1
1237,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
2522,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1357,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1099,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1189,232,12,5,2457,1,0,2,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
849,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
2587,240,12,5,2704,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1923,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1161,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1827,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
954,5,1.5,-1,514,1,0,5,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1959,240,16,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
42987,149,7.5,5,17766,1,0,1,0,65,0,-1,9,-1,-1,1,52,0,1,1,1,1,1,1,1,1,1
15039,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,1,0,1,1,0,1,1,1,1,2,1
2705,240,12,-1,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
806,231,16.5,5,27660,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,2,1
32986,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,52,0,1,1,0,1,1,1,1,0,1
1357,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
4332,240,16,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1964,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
1306,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1108,48,3,-1,5754,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
1933,152,9,5,18226,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1593,118,6,-1,14092,1,0,2,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
722,240,16.5,-1,28768,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,1,1
2131,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1606,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
3057,240,12,5,13240,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
7911,211,12,5,25264,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,2,1
1342,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
1145,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1502,64,4.5,-1,7658,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
2338,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
2124,64,4.5,-1,7618,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
2238,240,12,5,28800,1,0,4,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
926,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
2036,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
537,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
982,240,16,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1467,196,14.5,5,23428,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1689,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
1273,240,12,5,28800,1,0,4,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1932,240,12,5,3113,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
1159,75,4.5,-1,8956,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
2903,204,10.5,5,24374,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,2,1,1,1,1,1,1,1,1
2987,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
261,240,16,5,1474,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,0,1
275,141,7.5,5,16844,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,0,0,1,1,1,1,2,1
2144,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
-626,147,7.5,5,670,1,2,3,0,65,0,-1,9,-1,-1,1,-10,0,2,-1,0,1,1,1,1,2,1
2185,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
691,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
731,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1914,240,16,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1248,240,16.5,12,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1912,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
954,51,3,-1,6052,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
2019,240,12,5,28800,1,3,4,0,65,0,-1,9,-1,-1,1,-10,0,1,3,0,1,1,1,1,2,1
14663,240,12,5,28800,1,0,4,0,65,1,-1,9,-1,-1,1,52,0,2,1,5,0,-1,0,-1,1,1
1808,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
1965,240,12,11,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
17616,20,1.5,-1,2366,1,0,1,0,65,0,-1,9,0,-1,2,1,2,2,1,0,1,1,1,1,2,1
16012,240,12,-1,3364,1,0,4,0,62,0,-1,9,-1,-1,1,52,0,2,1,0,1,1,1,1,1,1
1877,9,1.5,-1,1056,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1205,240,12,5,1481,1,0,4,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1136,148,10.5,5,1082,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,2,1,1,1,1,1,1,2,1
1373,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
42733,186,13,5,22270,1,0,3,0,65,0,-1,9,-1,-1,1,52,0,1,1,0,1,1,1,1,2,1
612,10,1.5,-1,48,1,0,2,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
20105,240,16,5,28800,1,3,4,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
2981,240,16,-1,28800,1,3,4,0,65,0,-1,9,-1,-1,1,-10,0,1,3,3,1,1,1,1,0,1
3342,163,11,5,3701,1,3,3,0,62,0,-1,9,-1,-1,1,-10,0,2,3,0,1,1,1,1,2,1
2493,240,12,-1,28800,1,0,4,0,65,1,20,9,-1,-1,1,-10,3,1,1,0,1,0,1,0,0,1
521,185,10.5,5,22140,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,2,1
71273,240,16.5,5,3596,1,0,4,0,61,0,-1,9,-1,-1,1,52,0,2,1,0,1,1,1,1,0,1
1329,240,16.5,-1,28800,1,3,4,0,65,0,-1,9,-1,-1,1,-10,0,1,3,0,1,1,1,1,0,1
2977,234,12,5,28068,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,2,1,1,1,1,1,1,2,1
1136,148,10.5,5,1082,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,2,1,1,1,1,1,1,2,1
1045,199,14,5,23786,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,3,1,1,1,1,2,1
1785,240,16.5,5,4567,1,0,4,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
856,240,16,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
21412,240,12,12,3380,1,0,4,0,62,0,-1,9,-1,-1,1,52,0,2,1,0,1,1,1,1,2,1
1794,172,12,-1,20632,1,0,1,0,62,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,0,1
971,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1388,28,1.5,-1,3348,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1887,240,12,-1,1223,1,0,4,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,0,1
5976,213,12,5,6958,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1784,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
3398,184,10.5,5,22062,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,3,1,1,1,1,2,1
1268,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
2841,11,1,-1,1298,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
226,66,5.5,-1,7898,1,0,1,0,62,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
15909,62,4.5,-1,709,1,0,3,0,62,0,-1,9,-1,-1,1,52,0,2,0,0,1,1,1,1,1,1
39061,240,16.5,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,52,0,1,1,0,1,1,1,1,2,1
3284,3,1.5,-1,306,1,0,5,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1935,10,1.5,-1,1200,1,0,2,0,65,0,-1,9,-1,-1,1,-10,0,1,0,0,1,1,1,1,0,1
3114,240,12,12,28800,1,3,4,0,62,1,-1,9,-1,-1,1,-10,3,1,3,0,1,0,1,0,2,1
26029,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,1,0,1,1,0,1,1,1,1,1,1
38729,6,1.5,-1,654,1,0,3,0,65,0,-1,9,-1,-1,1,52,0,2,1,0,1,1,1,1,2,1
2382,191,19.5,5,22808,1,0,1,0,62,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,2,1
1824,240,12,5,16017,1,0,4,0,61,0,-1,9,-1,-1,1,-10,2,2,1,0,1,1,1,1,2,1
3183,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
3807,228,12,5,27258,1,3,3,0,62,0,-1,9,-1,-1,1,-10,0,2,3,0,1,1,1,1,2,1
1992,12,1.5,-1,462,1,0,3,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
2162,240,12,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,1,0,0,1,1,1,1,0,1
2981,170,9,5,20330,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1106,240,16,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
877,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1903,240,12,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
5897,240,16,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,1,1,3,1,1,1,1,0,1
2209,240,12,5,2830,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
3575,65,5.5,-1,7712,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
3219,19,1.5,-1,2212,1,0,1,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,0,0,1,1,1,1
1501,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1289,225,15.5,5,26992,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,1,1,1,1,1,0,1
1817,78,4.5,-1,9356,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
18198,10,1.5,-1,1200,1,0,2,0,65,0,-1,9,-1,-1,1,52,0,1,1,0,1,1,1,1,2,1
1945,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
886,147,7.5,5,1567,1,0,3,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1422,215,12,5,25740,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
634,4,1,-1,462,1,0,5,0,65,0,-1,9,-1,-1,1,-10,0,2,1,3,1,1,1,1,2,1
786,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1216,123,7.5,-1,14716,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
478,7,1.5,-1,762,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,1
319,2,1.5,-1,194,1,0,1,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
859,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
1916,240,12,5,5200,1,0,4,0,61,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
2768,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
559,132,7.5,5,15730,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
1211,240,16,5,5437,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
3363,170,9,5,20348,1,0,3,0,65,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,2,1
2442,240,16,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
7147,240,16,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
2059,240,12,5,28800,1,0,4,0,62,0,-1,9,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,1
7090,240,16.5,-1,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
1992,3,1.5,-1,272,1,0,5,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,1
497,240,12,5,28800,1,0,4,0,65,0,-1,9,-1,-1,1,-10,0,1,1,0,1,1,1,1,2,1
